transaction_id,store_id,price,quantity,discount,total_spent
1689,102,107.68,8,0.1,775.296
1690,102,14.77,8,0.05,112.252
1691,102,89.41,9,0.0,804.6899999999999
1692,101,55.15,4,0.05,209.57
1693,104,95.03,5,0.0,475.15
1694,102,11.63,5,0.05,55.2425
1695,104,131.37,8,0.1,945.864
1696,103,146.16,7,0.15,869.6519999999999
1697,102,145.49,9,0.15,1112.9985000000001
1698,102,113.7,8,0.0,909.6
1699,103,23.86,2,0.0,47.72
1700,102,114.95,4,0.0,459.8
1701,104,8.57,6,0.1,46.278000000000006
1702,101,8.21,2,0.05,15.599
1703,104,51.92,7,0.1,327.096
1704,101,75.85,3,0.15,193.4175
1705,101,116.71,3,0.0,350.13
1706,104,104.08,2,0.05,197.75199999999998
1707,104,69.66,8,0.15,473.688
1708,104,44.68,6,0.15,227.86799999999997
1709,104,149.58,1,0.15,127.143
1710,103,66.8,1,0.1,60.12
1711,102,70.45,7,0.0,493.15000000000003
1712,101,28.73,8,0.15,195.364
1713,104,120.25,5,0.0,601.25
1714,104,105.58,5,0.1,475.11
1715,104,37.01,4,0.15,125.83399999999999
1716,103,16.95,6,0.1,91.52999999999999
1717,104,103.67,6,0.1,559.818
1718,104,99.9,3,0.0,299.70000000000005
1719,104,44.62,9,0.15,341.34299999999996
1720,102,142.88,7,0.1,900.144
1721,103,26.9,1,0.15,22.865
1722,104,67.69,7,0.0,473.83
1723,101,141.82,5,0.1,638.1899999999999
1724,101,65.86,5,0.0,329.3
1725,101,97.59,2,0.15,165.903
1726,103,62.65,4,0.15,213.01
1727,103,44.76,6,0.0,268.56
1728,101,147.68,7,0.05,982.0719999999999
1729,104,64.35,5,0.1,289.575
1730,103,134.64,9,0.15,1029.9959999999999
1731,101,38.34,3,0.15,97.76700000000001
1732,101,35.9,1,0.1,32.31
1733,104,9.51,4,0.0,38.04
1734,102,99.49,9,0.0,895.41
1735,103,58.44,4,0.0,233.76
1736,104,130.33,2,0.05,247.627
1737,101,73.62,5,0.05,349.695
1738,101,145.39,3,0.15,370.74449999999996
1739,104,31.9,9,0.0,287.09999999999997
1740,103,130.95,4,0.1,471.41999999999996
1741,102,117.61,6,0.15,599.8109999999999
1742,102,116.78,2,0.1,210.204
1743,101,127.49,6,0.15,650.199
1744,103,115.35,3,0.05,328.74749999999995
1745,102,95.8,9,0.15,732.8699999999999
1746,103,24.03,2,0.05,45.657
1747,103,9.72,9,0.15,74.358
1748,101,138.52,5,0.0,692.6
1749,102,94.41,8,0.1,679.752
1750,104,120.5,2,0.0,241.0
1751,101,74.82,6,0.15,381.58199999999994
1752,102,22.01,3,0.15,56.1255
1753,102,23.15,5,0.15,98.3875
1754,102,104.41,8,0.05,793.516
1755,102,67.39,1,0.1,60.651
1756,102,34.08,5,0.1,153.35999999999999
1757,103,76.28,3,0.15,194.514
1758,101,14.31,4,0.15,48.654
1759,103,89.39,2,0.05,169.84099999999998
1760,104,44.0,9,0.0,396.0
1761,102,120.65,3,0.0,361.95000000000005
1762,101,50.0,2,0.1,90.0
1763,102,71.01,9,0.05,607.1355
1764,101,6.68,7,0.15,39.745999999999995
1765,103,15.5,6,0.1,83.7
1766,101,61.91,1,0.05,58.814499999999995
1767,104,74.59,5,0.0,372.95000000000005
1768,104,92.0,3,0.05,262.2
1769,101,47.29,1,0.0,47.29
1770,101,105.77,4,0.05,401.926
1771,101,129.72,2,0.1,233.496
1772,101,118.08,2,0.0,236.16
1773,104,10.74,3,0.1,28.998
1774,102,74.67,8,0.1,537.624
1775,101,20.21,8,0.0,161.68
1776,101,40.1,7,0.0,280.7
1777,104,148.07,6,0.15,755.1569999999999
1778,104,25.66,9,0.15,196.299
1779,103,77.34,4,0.15,262.956
1780,101,94.63,1,0.1,85.167
1781,103,106.86,8,0.1,769.392
1782,104,86.15,7,0.15,512.5925000000001
1783,104,6.42,7,0.1,40.446
1784,102,52.34,3,0.1,141.318
1785,101,80.07,4,0.0,320.28
1786,103,17.74,9,0.0,159.66
1787,104,55.84,6,0.1,301.536
1788,104,9.81,5,0.15,41.6925
1789,103,16.39,3,0.05,46.7115
1790,102,62.55,9,0.15,478.50749999999994
1791,104,24.24,5,0.05,115.13999999999999
1792,101,87.29,5,0.15,370.9825
1793,104,104.97,4,0.0,419.88
1794,101,121.09,4,0.1,435.92400000000004
1795,103,34.02,1,0.1,30.618000000000002
1796,101,29.28,7,0.0,204.96
1797,103,20.16,9,0.05,172.368
1798,101,97.28,3,0.05,277.248
1799,103,107.44,2,0.05,204.136
1800,101,9.58,3,0.0,28.740000000000002
1801,102,140.75,1,0.05,133.7125
1802,101,12.54,6,0.0,75.24
1803,101,83.49,7,0.15,496.7654999999999
1804,102,107.81,2,0.15,183.277
1805,104,131.29,8,0.0,1050.32
1806,104,108.54,6,0.1,586.116
1807,101,121.25,4,0.15,412.25
1808,102,54.22,5,0.05,257.545
1809,101,123.15,8,0.0,985.2
1810,103,16.62,3,0.05,47.367
1811,103,134.75,3,0.05,384.03749999999997
1812,101,84.4,4,0.1,303.84000000000003
1813,104,123.51,1,0.05,117.3345
1814,104,70.59,9,0.1,571.7790000000001
1815,101,98.32,8,0.15,668.5759999999999
1816,101,81.33,8,0.0,650.64
1817,103,111.08,6,0.05,633.156
1818,104,16.84,7,0.0,117.88
1819,101,13.75,6,0.05,78.375
1820,103,40.83,9,0.0,367.46999999999997
1821,104,28.13,3,0.05,80.17049999999999
1822,102,131.41,3,0.05,374.5185
1823,103,36.79,3,0.05,104.8515
1824,104,146.5,3,0.05,417.525
1825,104,53.85,9,0.05,460.4175
1826,103,31.41,4,0.05,119.35799999999999
1827,102,119.51,7,0.05,794.7415
1828,103,100.51,9,0.05,859.3605
1829,104,77.24,7,0.05,513.646
1830,101,85.53,9,0.0,769.77
1831,101,109.28,3,0.1,295.05600000000004
1832,103,38.13,4,0.05,144.894
1833,104,149.47,8,0.1,1076.184
1834,101,146.35,6,0.05,834.1949999999998
1835,104,99.3,5,0.05,471.67499999999995
1836,103,33.93,4,0.0,135.72
1837,101,103.63,8,0.15,704.684
1838,104,15.47,1,0.15,13.1495
1839,101,9.44,9,0.0,84.96
1840,103,42.36,1,0.1,38.124
1841,104,72.08,8,0.15,490.14399999999995
1842,101,130.9,4,0.0,523.6
1843,103,110.44,9,0.0,993.96
1844,101,112.69,5,0.15,478.9325
1845,101,66.7,3,0.1,180.09000000000003
1846,102,55.16,9,0.0,496.43999999999994
1847,102,58.8,9,0.05,502.7399999999999
1848,103,148.21,4,0.1,533.556
1849,102,10.82,4,0.1,38.952000000000005
1850,103,130.72,8,0.15,888.896
1851,102,88.91,2,0.15,151.147
1852,101,68.6,9,0.05,586.53
1853,103,110.16,6,0.0,660.96
1854,103,75.57,9,0.15,578.1104999999999
1855,101,131.65,8,0.15,895.22
1856,103,135.6,7,0.1,854.28
1857,103,66.15,1,0.15,56.227500000000006
1858,102,45.14,3,0.15,115.10700000000001
1859,103,90.89,2,0.15,154.513
1860,104,137.29,5,0.15,583.4825
1861,101,35.55,5,0.1,159.975
1862,102,95.33,5,0.05,452.81749999999994
1863,102,96.58,4,0.05,367.00399999999996
1864,104,111.3,5,0.0,556.5
1865,101,24.08,3,0.15,61.403999999999996
1866,101,108.79,1,0.1,97.911
1867,102,136.81,5,0.0,684.05
1868,103,31.05,9,0.0,279.45
1869,102,39.44,9,0.05,337.212
1870,101,145.85,4,0.1,525.06
1871,104,31.24,3,0.1,84.348
1872,102,128.89,1,0.1,116.00099999999999
1873,101,76.38,2,0.05,145.12199999999999
1874,102,40.85,8,0.05,310.46
1875,103,131.26,1,0.05,124.69699999999999
1876,102,69.57,8,0.05,528.732
1877,102,79.65,7,0.05,529.6725
1878,101,57.09,8,0.15,388.212
1879,101,90.98,6,0.15,463.998
1880,101,28.71,9,0.1,232.551
1881,102,61.71,3,0.0,185.13
1882,103,145.56,4,0.1,524.0160000000001
1883,104,42.43,6,0.0,254.57999999999998
1884,104,100.23,8,0.05,761.748
1885,101,52.15,5,0.0,260.75
1886,101,117.15,3,0.1,316.30500000000006
1887,102,23.98,6,0.1,129.492
1888,104,145.62,4,0.0,582.48
1889,101,70.8,9,0.15,541.6199999999999
1890,103,39.23,3,0.05,111.8055
1891,103,15.66,4,0.05,59.507999999999996
1892,101,29.61,7,0.1,186.54299999999998
1893,101,80.37,7,0.15,478.2015
1894,104,53.87,4,0.0,215.48
1895,104,125.19,6,0.05,713.583
1896,102,67.48,3,0.15,172.07399999999998
1897,104,41.06,6,0.05,234.042
1898,103,94.49,2,0.15,160.63299999999998
1899,103,107.48,8,0.15,730.864
1900,101,29.22,2,0.1,52.596
1901,104,29.3,7,0.05,194.845
1902,102,10.32,9,0.0,92.88
1903,103,111.78,1,0.1,100.602
1904,103,101.25,8,0.1,729.0
1905,102,73.82,7,0.0,516.74
1906,102,127.4,6,0.1,687.9600000000002
1907,103,121.82,6,0.15,621.2819999999999
1908,103,89.88,6,0.15,458.388
1909,102,130.9,9,0.05,1119.1950000000002
1910,103,34.85,2,0.05,66.215
1911,101,21.23,1,0.0,21.23
1912,101,44.11,6,0.05,251.42699999999996
1913,102,13.28,8,0.15,90.30399999999999
1914,104,82.02,3,0.0,246.06
1915,102,140.81,1,0.0,140.81
1916,102,10.7,9,0.05,91.485
1917,104,22.71,1,0.15,19.3035
1918,104,70.57,3,0.0,211.70999999999998
1919,104,140.41,8,0.15,954.7879999999999
1920,101,50.84,3,0.15,129.642
1921,103,78.55,4,0.15,267.07
1922,101,11.03,8,0.05,83.82799999999999
1923,103,26.51,1,0.1,23.859
1924,101,148.06,6,0.1,799.524
1925,103,144.94,1,0.0,144.94
1926,101,5.72,1,0.15,4.862
1927,104,143.01,8,0.05,1086.876
1928,102,97.67,4,0.15,332.078
1929,101,130.85,1,0.15,111.2225
1930,103,70.94,7,0.05,471.751
1931,104,79.76,5,0.1,358.92
1932,101,75.88,5,0.15,322.48999999999995
1933,101,101.7,1,0.15,86.445
1934,104,25.25,6,0.1,136.35
1935,101,9.35,9,0.05,79.94249999999998
1936,102,49.65,9,0.0,446.84999999999997
1937,101,107.18,8,0.1,771.696
1938,102,34.27,5,0.0,171.35000000000002
1939,102,102.65,1,0.0,102.65
1940,104,145.64,9,0.1,1179.6839999999997
1941,101,18.62,1,0.15,15.827
1942,104,102.53,8,0.0,820.24
1943,101,69.34,5,0.0,346.70000000000005
1944,101,130.88,3,0.05,373.008
1945,103,30.69,7,0.15,182.6055
1946,101,105.43,7,0.0,738.01
1947,104,126.53,9,0.05,1081.8315
1948,102,141.97,7,0.15,844.7215
1949,101,104.07,3,0.1,280.989
1950,103,77.09,1,0.1,69.381
1951,104,94.59,8,0.05,718.884
1952,101,130.99,3,0.1,353.67300000000006
1953,104,87.74,8,0.0,701.92
1954,103,9.41,8,0.15,63.988
1955,103,139.99,5,0.0,699.95
1956,104,104.98,1,0.0,104.98
1957,101,103.09,7,0.1,649.467
1958,102,36.27,5,0.0,181.35000000000002
1959,103,100.54,8,0.1,723.888
1960,101,62.11,9,0.15,475.1415
1961,101,99.43,7,0.15,591.6084999999999
1962,102,20.46,7,0.0,143.22
1963,103,100.39,1,0.05,95.37049999999999
1964,103,149.91,4,0.1,539.676
1965,101,11.99,2,0.1,21.582
1966,101,146.69,2,0.0,293.38
1967,102,64.0,2,0.1,115.2
1968,102,131.26,4,0.1,472.536
1969,103,118.45,1,0.05,112.5275
1970,104,87.22,4,0.05,331.436
1971,103,112.08,2,0.0,224.16
1972,101,132.38,5,0.05,628.805
1973,103,63.6,3,0.0,190.8
1974,104,52.42,8,0.15,356.456
1975,102,101.8,4,0.0,407.2
1976,104,122.14,1,0.15,103.819
1977,104,115.53,1,0.0,115.53
1978,104,120.68,3,0.1,325.836
1979,102,68.16,9,0.05,582.7679999999999
1980,104,123.59,7,0.15,735.3605
1981,104,22.43,2,0.0,44.86
1982,104,83.95,9,0.05,717.7725
1983,101,5.84,2,0.0,11.68
1984,104,52.06,3,0.05,148.371
1985,102,58.14,2,0.05,110.466
1986,104,62.45,3,0.0,187.35000000000002
1987,104,105.84,6,0.15,539.784
1988,102,61.34,9,0.15,469.25100000000003
1989,104,70.06,9,0.1,567.486
1990,102,39.44,7,0.05,262.27599999999995
1991,104,59.12,3,0.1,159.624
1992,102,37.95,4,0.1,136.62
1993,104,15.61,6,0.0,93.66
1994,104,92.5,5,0.0,462.5
1995,101,101.89,2,0.0,203.78
1996,101,94.83,6,0.05,540.531
1997,104,72.21,3,0.0,216.63
1998,104,60.07,8,0.0,480.56
1999,103,130.18,2,0.05,247.342
