transaction_id,store_id,price,quantity,discount,total_spent,price_imputed,discount_imputed,total_spent_clean
1430,101,25.21,3,0.0,75.63,25.21,0.0,75.63
1431,102,126.06,7,0.05,838.299,126.06,0.05,838.299
1432,101,,8,0.0,1181.92,66.13,0.0,529.04
1433,104,81.23,6,,487.38,81.23,0.15,414.27299999999997
1434,104,29.89,5,,149.45,29.89,0.15,127.03249999999998
1435,104,44.48,1,,40.032,44.48,0.15,37.808
1436,104,7.67,8,,61.36,7.67,0.15,52.156
1437,104,,3,,371.43899999999996,66.13,0.15,168.6315
1438,103,22.07,6,0.0,132.42000000000002,22.07,0.0,132.42000000000002
1439,103,88.59,3,0.0,265.77,88.59,0.0,265.77
1440,101,44.74,7,0.05,297.521,44.74,0.05,297.521
1441,104,85.36,7,,537.768,85.36,0.15,507.892
1442,101,99.46,9,0.0,895.14,99.46,0.0,895.14
1443,104,125.31,5,,563.895,125.31,0.15,532.5675
1444,104,34.93,8,,251.496,34.93,0.15,237.524
1445,103,6.59,8,0.15,44.812,6.59,0.15,44.812
1446,103,24.85,1,0.05,23.6075,24.85,0.05,23.6075
1447,102,,5,0.05,643.625,66.13,0.05,314.11749999999995
1448,103,,3,0.05,375.3735,66.13,0.05,188.4705
1449,102,91.62,1,0.15,77.877,91.62,0.15,77.877
1450,102,92.07,4,0.15,313.03799999999995,92.07,0.15,313.03799999999995
1451,102,101.43,8,0.05,770.868,101.43,0.05,770.868
1452,102,30.43,3,0.15,77.59649999999999,30.43,0.15,77.59649999999999
1453,102,,2,0.15,233.903,66.13,0.15,112.42099999999999
1454,101,65.72,9,0.15,502.758,65.72,0.15,502.758
1455,103,60.56,5,0.05,287.66,60.56,0.05,287.66
1456,102,80.24,7,0.05,533.5959999999999,80.24,0.05,533.5959999999999
1457,104,11.81,2,,22.439,11.81,0.15,20.077
1458,103,29.11,9,0.15,222.6915,29.11,0.15,222.6915
1459,103,112.01,9,0.05,957.6854999999999,112.01,0.05,957.6854999999999
1460,102,17.01,4,0.15,57.834,17.01,0.15,57.834
1461,101,92.46,4,0.0,369.84,92.46,0.0,369.84
1462,102,40.58,6,0.15,206.958,40.58,0.15,206.958
1463,101,61.45,6,0.1,331.83000000000004,61.45,0.1,331.83000000000004
1464,104,46.86,1,,44.516999999999996,46.86,0.15,39.830999999999996
1465,103,56.57,9,0.05,483.6735,56.57,0.05,483.6735
1466,104,109.26,2,,196.668,109.26,0.15,185.742
1467,101,48.08,5,0.15,204.33999999999997,48.08,0.15,204.33999999999997
1468,101,87.13,9,0.0,784.17,87.13,0.0,784.17
1469,104,74.03,4,,266.50800000000004,74.03,0.15,251.702
1470,101,101.23,3,0.1,273.321,101.23,0.1,273.321
1471,104,,7,,837.9979999999999,66.13,0.15,393.47349999999994
1472,103,111.22,6,0.05,633.954,111.22,0.05,633.954
1473,104,36.17,8,,245.95600000000002,36.17,0.15,245.95600000000002
1474,103,9.52,3,0.1,25.704,9.52,0.1,25.704
1475,104,43.03,5,,193.63500000000002,43.03,0.15,182.8775
1476,101,91.29,4,0.05,346.902,91.29,0.05,346.902
1477,104,12.46,4,,47.348,12.46,0.15,42.364000000000004
1478,101,76.97,4,0.05,292.486,76.97,0.05,292.486
1479,104,91.54,8,,622.472,91.54,0.15,622.472
1480,104,53.47,6,,304.779,53.47,0.15,272.697
1481,102,116.78,3,0.1,315.30600000000004,116.78,0.1,315.30600000000004
1482,101,20.46,5,0.1,92.07000000000001,20.46,0.1,92.07000000000001
1483,102,15.89,6,0.0,95.34,15.89,0.0,95.34
1484,101,110.59,5,0.15,470.00750000000005,110.59,0.15,470.00750000000005
1485,102,76.85,6,0.0,461.09999999999997,76.85,0.0,461.09999999999997
1486,103,104.82,8,0.1,754.704,104.82,0.1,754.704
1487,104,68.05,7,,476.34999999999997,68.05,0.15,404.8975
1488,101,40.73,5,0.1,183.285,40.73,0.1,183.285
1489,101,123.77,6,0.0,742.62,123.77,0.0,742.62
1490,104,120.92,4,,459.496,120.92,0.15,411.128
1491,101,105.73,9,0.0,951.57,105.73,0.0,951.57
1492,101,44.46,4,0.05,168.948,44.46,0.05,168.948
1493,102,90.58,1,0.05,86.05099999999999,90.58,0.05,86.05099999999999
1494,101,57.34,7,0.15,341.173,57.34,0.15,341.173
1495,103,18.28,7,0.05,121.562,18.28,0.05,121.562
1496,103,,4,0.05,524.438,66.13,0.05,251.29399999999998
1497,104,24.84,3,,74.52,24.84,0.15,63.34199999999999
1498,101,,8,0.1,1028.016,66.13,0.1,476.13599999999997
1499,104,69.67,5,,296.0975,69.67,0.15,296.0975
1500,103,31.84,7,0.05,211.736,31.84,0.05,211.736
1501,101,83.58,4,0.15,284.17199999999997,83.58,0.15,284.17199999999997
1502,101,,4,0.0,526.32,66.13,0.0,264.52
1503,104,111.17,8,,844.8919999999999,111.17,0.15,755.956
1504,103,121.95,8,0.0,975.6,121.95,0.0,975.6
1505,101,100.52,2,0.15,170.884,100.52,0.15,170.884
1506,104,105.38,2,,210.76,105.38,0.15,179.146
1507,103,128.13,3,0.15,326.7315,128.13,0.15,326.7315
1508,104,41.2,3,,123.60000000000001,41.2,0.15,105.06
1509,102,75.97,1,0.15,64.5745,75.97,0.15,64.5745
1510,101,37.08,3,0.1,100.116,37.08,0.1,100.116
1511,102,,6,0.0,889.26,66.13,0.0,396.78
1512,103,,8,0.0,1135.12,66.13,0.0,529.04
1513,102,10.72,6,0.1,57.888000000000005,10.72,0.1,57.888000000000005
1514,102,107.31,5,0.1,482.895,107.31,0.1,482.895
1515,103,,4,0.0,556.64,66.13,0.0,264.52
1516,104,31.18,3,,84.18599999999999,31.18,0.15,79.50899999999999
1517,102,87.35,4,0.05,331.92999999999995,87.35,0.05,331.92999999999995
1518,104,,7,,819.6125,66.13,0.15,393.47349999999994
1519,102,9.92,1,0.15,8.432,9.92,0.15,8.432
1520,104,106.13,7,,631.4735,106.13,0.15,631.4735
1521,103,48.12,1,0.05,45.714,48.12,0.05,45.714
1522,102,,2,0.1,250.272,66.13,0.1,119.03399999999999
1523,103,,4,0.1,524.8800000000001,66.13,0.1,238.06799999999998
1524,102,,1,0.0,141.92,66.13,0.0,66.13
1525,103,73.76,9,0.1,597.456,73.76,0.1,597.456
1526,103,130.0,6,0.0,780.0,130.0,0.0,780.0
1527,102,127.46,1,0.05,121.08699999999999,127.46,0.05,121.08699999999999
1528,102,51.27,1,0.15,43.5795,51.27,0.15,43.5795
1529,102,125.19,6,0.15,638.4689999999999,125.19,0.15,638.4689999999999
1530,101,10.37,4,0.15,35.257999999999996,10.37,0.15,35.257999999999996
1531,104,91.46,4,,329.256,91.46,0.15,310.964
1532,101,38.35,6,0.0,230.10000000000002,38.35,0.0,230.10000000000002
1533,101,22.48,7,0.0,157.36,22.48,0.0,157.36
1534,103,16.16,9,0.05,138.16799999999998,16.16,0.05,138.16799999999998
1535,102,105.96,5,0.1,476.82,105.96,0.1,476.82
1536,104,54.28,9,,464.09399999999994,54.28,0.15,415.24199999999996
1537,103,110.09,4,0.0,440.36,110.09,0.0,440.36
1538,101,14.48,2,0.0,28.96,14.48,0.0,28.96
1539,102,50.72,3,0.15,129.33599999999998,50.72,0.15,129.33599999999998
1540,103,83.23,1,0.1,74.90700000000001,83.23,0.1,74.90700000000001
1541,102,119.65,6,0.0,717.9000000000001,119.65,0.0,717.9000000000001
1542,103,51.22,6,0.15,261.222,51.22,0.15,261.222
1543,102,95.75,1,0.1,86.175,95.75,0.1,86.175
1544,101,,3,0.05,380.38949999999994,66.13,0.05,188.4705
1545,104,94.3,5,,424.35,94.3,0.15,400.775
1546,101,38.78,3,0.1,104.706,38.78,0.1,104.706
1547,104,8.54,3,,25.619999999999997,8.54,0.15,21.776999999999997
1548,102,,3,0.0,393.48,66.13,0.0,198.39
1549,103,8.08,5,0.1,36.36,8.08,0.1,36.36
1550,101,,5,0.0,659.1500000000001,66.13,0.0,330.65
1551,104,81.7,4,,326.8,81.7,0.15,277.78000000000003
1552,101,,1,0.0,141.16,66.13,0.0,66.13
1553,104,120.82,5,,513.4849999999999,120.82,0.15,513.4849999999999
1554,101,,5,0.15,636.225,66.13,0.15,281.05249999999995
1555,104,55.85,4,,201.06,55.85,0.15,189.89
1556,104,116.24,6,,697.4399999999999,116.24,0.15,592.824
1557,102,63.28,4,0.15,215.152,63.28,0.15,215.152
1558,104,74.58,7,,469.854,74.58,0.15,443.7509999999999
1559,102,95.99,7,0.0,671.93,95.99,0.0,671.93
1560,104,,2,,250.192,66.13,0.15,112.42099999999999
1561,103,,3,0.0,443.07,66.13,0.0,198.39
1562,103,116.4,1,0.0,116.4,116.4,0.0,116.4
1563,103,65.58,8,0.15,445.94399999999996,65.58,0.15,445.94399999999996
1564,104,66.1,9,,535.41,66.1,0.15,505.66499999999996
1565,102,111.95,4,0.1,403.02000000000004,111.95,0.1,403.02000000000004
1566,102,39.62,6,0.15,202.06199999999998,39.62,0.15,202.06199999999998
1567,104,21.02,9,,189.18,21.02,0.15,160.803
1568,103,56.42,6,0.05,321.594,56.42,0.05,321.594
1569,103,46.65,9,0.0,419.84999999999997,46.65,0.0,419.84999999999997
1570,102,47.96,4,0.0,191.84,47.96,0.0,191.84
1571,103,38.87,8,0.05,295.412,38.87,0.05,295.412
1572,101,11.1,9,0.15,84.91499999999999,11.1,0.15,84.91499999999999
1573,102,7.59,4,0.1,27.324,7.59,0.1,27.324
1574,103,,5,0.15,629.9350000000001,66.13,0.15,281.05249999999995
1575,102,67.03,8,0.15,455.804,67.03,0.15,455.804
1576,101,60.73,6,0.0,364.38,60.73,0.0,364.38
1577,102,103.55,7,0.1,652.365,103.55,0.1,652.365
1578,102,36.65,3,0.1,98.955,36.65,0.1,98.955
1579,102,,7,0.15,849.303,66.13,0.15,393.47349999999994
1580,102,119.02,8,0.05,904.5519999999999,119.02,0.05,904.5519999999999
1581,101,17.96,6,0.15,91.596,17.96,0.15,91.596
1582,104,65.55,9,,560.4524999999999,65.55,0.15,501.4574999999999
1583,102,,6,0.1,715.338,66.13,0.1,357.102
1584,102,,9,0.15,1086.2235,66.13,0.15,505.89449999999994
1585,103,72.77,4,0.0,291.08,72.77,0.0,291.08
1586,102,93.94,8,0.15,638.7919999999999,93.94,0.15,638.7919999999999
1587,103,29.22,4,0.1,105.192,29.22,0.1,105.192
1588,104,,2,,297.44,66.13,0.15,112.42099999999999
1589,101,38.59,9,0.0,347.31000000000006,38.59,0.0,347.31000000000006
1590,101,,5,0.05,673.0749999999999,66.13,0.05,314.11749999999995
1591,104,99.2,4,,396.8,99.2,0.15,337.28
1592,101,93.12,2,0.0,186.24,93.12,0.0,186.24
1593,104,79.34,1,,67.43900000000001,79.34,0.15,67.43900000000001
1594,104,38.45,7,,242.23500000000004,38.45,0.15,228.77750000000003
1595,104,30.6,6,,174.42000000000002,30.6,0.15,156.06
1596,101,36.97,2,0.15,62.849,36.97,0.15,62.849
1597,103,32.03,8,0.0,256.24,32.03,0.0,256.24
1598,104,118.04,4,,472.16,118.04,0.15,401.336
1599,102,55.77,8,0.05,423.85200000000003,55.77,0.05,423.85200000000003
1600,101,13.39,7,0.1,84.357,13.39,0.1,84.357
1601,104,,5,,691.22,66.13,0.15,281.05249999999995
1602,104,,8,,905.42,66.13,0.15,449.68399999999997
1603,102,,9,0.05,1192.896,66.13,0.05,565.4114999999999
1604,103,,5,0.0,746.3,66.13,0.0,330.65
1605,103,30.21,5,0.15,128.3925,30.21,0.15,128.3925
1606,103,62.46,2,0.0,124.92,62.46,0.0,124.92
1607,104,114.94,5,,517.23,114.94,0.15,488.495
1608,104,105.92,3,,317.76,105.92,0.15,270.096
1609,104,27.31,7,,191.17,27.31,0.15,162.4945
1610,101,123.3,5,0.05,585.675,123.3,0.05,585.675
1611,102,37.54,8,0.0,300.32,37.54,0.0,300.32
1612,104,37.45,1,,31.832500000000003,37.45,0.15,31.832500000000003
1613,102,82.86,3,0.15,211.29299999999998,82.86,0.15,211.29299999999998
1614,102,90.98,3,0.1,245.64600000000002,90.98,0.1,245.64600000000002
1615,103,89.11,9,0.15,681.6915,89.11,0.15,681.6915
1616,101,18.27,5,0.05,86.78249999999998,18.27,0.05,86.78249999999998
1617,104,,9,,1071.0629999999999,66.13,0.15,505.89449999999994
1618,103,43.51,9,0.15,332.8515,43.51,0.15,332.8515
1619,103,23.78,1,0.05,22.591,23.78,0.05,22.591
1620,104,,2,,227.579,66.13,0.15,112.42099999999999
1621,102,,5,0.15,610.1724999999999,66.13,0.15,281.05249999999995
1622,103,,4,0.0,520.04,66.13,0.0,264.52
1623,102,122.38,9,0.15,936.207,122.38,0.15,936.207
1624,101,100.01,7,0.15,595.0595000000001,100.01,0.15,595.0595000000001
1625,102,84.87,6,0.05,483.759,84.87,0.05,483.759
1626,101,17.61,7,0.05,117.1065,17.61,0.05,117.1065
1627,102,64.23,1,0.0,64.23,64.23,0.0,64.23
1628,103,59.04,1,0.15,50.184,59.04,0.15,50.184
1629,103,42.66,8,0.0,341.28,42.66,0.0,341.28
1630,101,109.9,2,0.15,186.83,109.9,0.15,186.83
1631,104,76.9,9,,622.89,76.9,0.15,588.285
1632,101,16.75,7,0.1,105.525,16.75,0.1,105.525
1633,101,36.93,6,0.0,221.57999999999998,36.93,0.0,221.57999999999998
1634,102,104.07,1,0.0,104.07,104.07,0.0,104.07
1635,102,16.04,1,0.0,16.04,16.04,0.0,16.04
1636,101,128.43,2,0.05,244.017,128.43,0.05,244.017
1637,103,76.8,6,0.05,437.75999999999993,76.8,0.05,437.75999999999993
1638,102,74.69,6,0.05,425.73299999999995,74.69,0.05,425.73299999999995
1639,104,90.9,2,,181.8,90.9,0.15,154.53
1640,102,124.58,1,0.15,105.893,124.58,0.15,105.893
1641,102,55.43,5,0.1,249.43499999999997,55.43,0.1,249.43499999999997
1642,104,103.31,5,,516.55,103.31,0.15,439.06749999999994
1643,101,87.03,2,0.05,165.357,87.03,0.05,165.357
1644,104,43.72,6,,249.20399999999998,43.72,0.15,222.97199999999998
1645,101,,9,0.0,1191.6000000000001,66.13,0.0,595.17
1646,101,120.63,2,0.0,241.26,120.63,0.0,241.26
1647,101,100.48,2,0.05,190.912,100.48,0.05,190.912
1648,104,128.33,3,,327.2415,128.33,0.15,327.2415
1649,101,,7,0.05,869.5539999999999,66.13,0.05,439.76449999999994
1650,103,107.71,6,0.05,613.947,107.71,0.05,613.947
1651,104,126.37,8,,1010.96,126.37,0.15,859.316
1652,103,106.13,8,0.15,721.684,106.13,0.15,721.684
1653,101,103.62,6,0.05,590.634,103.62,0.05,590.634
1654,102,94.7,3,0.05,269.895,94.7,0.05,269.895
1655,101,114.14,3,0.1,308.178,114.14,0.1,308.178
1656,103,28.0,1,0.0,28.0,28.0,0.0,28.0
1657,103,,7,0.1,836.199,66.13,0.1,416.61899999999997
1658,104,,5,,591.39,66.13,0.15,281.05249999999995
1659,102,9.24,4,0.05,35.112,9.24,0.05,35.112
1660,104,124.74,4,,498.96,124.74,0.15,424.116
1661,103,23.69,4,0.15,80.546,23.69,0.15,80.546
1662,101,53.59,6,0.05,305.463,53.59,0.05,305.463
1663,102,112.81,8,0.15,767.108,112.81,0.15,767.108
1664,101,28.31,8,0.15,192.50799999999998,28.31,0.15,192.50799999999998
1665,101,123.61,5,0.0,618.05,123.61,0.0,618.05
1666,102,125.66,6,0.1,678.5640000000001,125.66,0.1,678.5640000000001
1667,104,78.58,4,,314.32,78.58,0.15,267.17199999999997
1668,101,5.93,9,0.15,45.3645,5.93,0.15,45.3645
1669,103,46.62,8,0.05,354.31199999999995,46.62,0.05,354.31199999999995
1670,101,94.45,1,0.15,80.2825,94.45,0.15,80.2825
1671,102,,2,0.05,279.813,66.13,0.05,125.64699999999999
1672,102,96.61,9,0.05,826.0155,96.61,0.05,826.0155
1673,102,42.67,8,0.0,341.36,42.67,0.0,341.36
1674,104,96.93,3,,247.1715,96.93,0.15,247.1715
1675,101,83.3,8,0.1,599.76,83.3,0.1,599.76
1676,104,118.08,1,,100.368,118.08,0.15,100.368
1677,104,20.51,4,,69.73400000000001,20.51,0.15,69.73400000000001
1678,102,115.35,3,0.1,311.445,115.35,0.1,311.445
1679,102,83.48,6,0.0,500.88,83.48,0.0,500.88
1680,104,,7,,860.5485,66.13,0.15,393.47349999999994
1681,101,54.57,4,0.15,185.53799999999998,54.57,0.15,185.53799999999998
1682,103,96.73,7,0.05,643.2545,96.73,0.05,643.2545
1683,104,,9,,1072.0709999999997,66.13,0.15,505.89449999999994
1684,101,19.86,2,0.1,35.748,19.86,0.1,35.748
1685,102,,3,0.05,401.565,66.13,0.05,188.4705
1686,102,104.74,5,0.0,523.6999999999999,104.74,0.0,523.6999999999999
1687,101,14.84,3,0.05,42.294,14.84,0.05,42.294
1688,103,48.64,8,0.1,350.208,48.64,0.1,350.208
1689,102,107.68,8,0.1,775.296,107.68,0.1,775.296
1690,102,14.77,8,0.05,112.252,14.77,0.05,112.252
1691,102,89.41,9,0.0,804.6899999999999,89.41,0.0,804.6899999999999
1692,101,55.15,4,0.05,209.57,55.15,0.05,209.57
1693,104,95.03,5,,475.15,95.03,0.15,403.8775
1694,102,11.63,5,0.05,55.2425,11.63,0.05,55.2425
1695,104,,8,,945.864,66.13,0.15,449.68399999999997
1696,103,,7,0.15,869.6519999999999,66.13,0.15,393.47349999999994
1697,102,,9,0.15,1112.9985000000001,66.13,0.15,505.89449999999994
1698,102,113.7,8,0.0,909.6,113.7,0.0,909.6
1699,103,23.86,2,0.0,47.72,23.86,0.0,47.72
1700,102,114.95,4,0.0,459.8,114.95,0.0,459.8
1701,104,8.57,6,,46.278000000000006,8.57,0.15,43.707
1702,101,8.21,2,0.05,15.599,8.21,0.05,15.599
1703,104,51.92,7,,327.096,51.92,0.15,308.924
1704,101,75.85,3,0.15,193.4175,75.85,0.15,193.4175
1705,101,116.71,3,0.0,350.13,116.71,0.0,350.13
1706,104,104.08,2,,197.75199999999998,104.08,0.15,176.93599999999998
1707,104,69.66,8,,473.688,69.66,0.15,473.688
1708,104,44.68,6,,227.86799999999997,44.68,0.15,227.86799999999997
1709,104,,1,,127.143,66.13,0.15,56.210499999999996
1710,103,66.8,1,0.1,60.12,66.8,0.1,60.12
1711,102,70.45,7,0.0,493.15000000000003,70.45,0.0,493.15000000000003
1712,101,28.73,8,0.15,195.364,28.73,0.15,195.364
1713,104,120.25,5,,601.25,120.25,0.15,511.0625
1714,104,105.58,5,,475.11,105.58,0.15,448.715
1715,104,37.01,4,,125.83399999999999,37.01,0.15,125.83399999999999
1716,103,16.95,6,0.1,91.52999999999999,16.95,0.1,91.52999999999999
1717,104,103.67,6,,559.818,103.67,0.15,528.717
1718,104,99.9,3,,299.70000000000005,99.9,0.15,254.74500000000003
1719,104,44.62,9,,341.34299999999996,44.62,0.15,341.34299999999996
1720,102,,7,0.1,900.144,66.13,0.1,416.61899999999997
1721,103,26.9,1,0.15,22.865,26.9,0.15,22.865
1722,104,67.69,7,,473.83,67.69,0.15,402.7555
1723,101,,5,0.1,638.1899999999999,66.13,0.1,297.585
1724,101,65.86,5,0.0,329.3,65.86,0.0,329.3
1725,101,97.59,2,0.15,165.903,97.59,0.15,165.903
1726,103,62.65,4,0.15,213.01,62.65,0.15,213.01
1727,103,44.76,6,0.0,268.56,44.76,0.0,268.56
1728,101,,7,0.05,982.0719999999999,66.13,0.05,439.76449999999994
1729,104,64.35,5,,289.575,64.35,0.15,273.4875
1730,103,,9,0.15,1029.9959999999999,66.13,0.15,505.89449999999994
1731,101,38.34,3,0.15,97.76700000000001,38.34,0.15,97.76700000000001
1732,101,35.9,1,0.1,32.31,35.9,0.1,32.31
1733,104,9.51,4,,38.04,9.51,0.15,32.333999999999996
1734,102,99.49,9,0.0,895.41,99.49,0.0,895.41
1735,103,58.44,4,0.0,233.76,58.44,0.0,233.76
1736,104,,2,,247.627,66.13,0.15,112.42099999999999
1737,101,73.62,5,0.05,349.695,73.62,0.05,349.695
1738,101,,3,0.15,370.74449999999996,66.13,0.15,168.6315
1739,104,31.9,9,,287.09999999999997,31.9,0.15,244.03499999999997
1740,103,,4,0.1,471.41999999999996,66.13,0.1,238.06799999999998
1741,102,117.61,6,0.15,599.8109999999999,117.61,0.15,599.8109999999999
1742,102,116.78,2,0.1,210.204,116.78,0.1,210.204
1743,101,127.49,6,0.15,650.199,127.49,0.15,650.199
1744,103,115.35,3,0.05,328.74749999999995,115.35,0.05,328.74749999999995
1745,102,95.8,9,0.15,732.8699999999999,95.8,0.15,732.8699999999999
1746,103,24.03,2,0.05,45.657,24.03,0.05,45.657
1747,103,9.72,9,0.15,74.358,9.72,0.15,74.358
1748,101,,5,0.0,692.6,66.13,0.0,330.65
1749,102,94.41,8,0.1,679.752,94.41,0.1,679.752
1750,104,120.5,2,,241.0,120.5,0.15,204.85
1751,101,74.82,6,0.15,381.58199999999994,74.82,0.15,381.58199999999994
1752,102,22.01,3,0.15,56.1255,22.01,0.15,56.1255
1753,102,23.15,5,0.15,98.3875,23.15,0.15,98.3875
1754,102,104.41,8,0.05,793.516,104.41,0.05,793.516
1755,102,67.39,1,0.1,60.651,67.39,0.1,60.651
1756,102,34.08,5,0.1,153.35999999999999,34.08,0.1,153.35999999999999
1757,103,76.28,3,0.15,194.514,76.28,0.15,194.514
1758,101,14.31,4,0.15,48.654,14.31,0.15,48.654
1759,103,89.39,2,0.05,169.84099999999998,89.39,0.05,169.84099999999998
1760,104,44.0,9,,396.0,44.0,0.15,336.59999999999997
1761,102,120.65,3,0.0,361.95000000000005,120.65,0.0,361.95000000000005
1762,101,50.0,2,0.1,90.0,50.0,0.1,90.0
1763,102,71.01,9,0.05,607.1355,71.01,0.05,607.1355
1764,101,6.68,7,0.15,39.745999999999995,6.68,0.15,39.745999999999995
1765,103,15.5,6,0.1,83.7,15.5,0.1,83.7
1766,101,61.91,1,0.05,58.814499999999995,61.91,0.05,58.814499999999995
1767,104,74.59,5,,372.95000000000005,74.59,0.15,317.00750000000005
1768,104,92.0,3,,262.2,92.0,0.15,234.6
1769,101,47.29,1,0.0,47.29,47.29,0.0,47.29
1770,101,105.77,4,0.05,401.926,105.77,0.05,401.926
1771,101,129.72,2,0.1,233.496,129.72,0.1,233.496
1772,101,118.08,2,0.0,236.16,118.08,0.0,236.16
1773,104,10.74,3,,28.998,10.74,0.15,27.386999999999997
1774,102,74.67,8,0.1,537.624,74.67,0.1,537.624
1775,101,20.21,8,0.0,161.68,20.21,0.0,161.68
1776,101,40.1,7,0.0,280.7,40.1,0.0,280.7
1777,104,,6,,755.1569999999999,66.13,0.15,337.263
1778,104,25.66,9,,196.299,25.66,0.15,196.299
1779,103,77.34,4,0.15,262.956,77.34,0.15,262.956
1780,101,94.63,1,0.1,85.167,94.63,0.1,85.167
1781,103,106.86,8,0.1,769.392,106.86,0.1,769.392
1782,104,86.15,7,,512.5925000000001,86.15,0.15,512.5925000000001
1783,104,6.42,7,,40.446,6.42,0.15,38.199
1784,102,52.34,3,0.1,141.318,52.34,0.1,141.318
1785,101,80.07,4,0.0,320.28,80.07,0.0,320.28
1786,103,17.74,9,0.0,159.66,17.74,0.0,159.66
1787,104,55.84,6,,301.536,55.84,0.15,284.784
1788,104,9.81,5,,41.6925,9.81,0.15,41.6925
1789,103,16.39,3,0.05,46.7115,16.39,0.05,46.7115
1790,102,62.55,9,0.15,478.50749999999994,62.55,0.15,478.50749999999994
1791,104,24.24,5,,115.13999999999999,24.24,0.15,103.01999999999998
1792,101,87.29,5,0.15,370.9825,87.29,0.15,370.9825
1793,104,104.97,4,,419.88,104.97,0.15,356.89799999999997
1794,101,121.09,4,0.1,435.92400000000004,121.09,0.1,435.92400000000004
1795,103,34.02,1,0.1,30.618000000000002,34.02,0.1,30.618000000000002
1796,101,29.28,7,0.0,204.96,29.28,0.0,204.96
1797,103,20.16,9,0.05,172.368,20.16,0.05,172.368
1798,101,97.28,3,0.05,277.248,97.28,0.05,277.248
1799,103,107.44,2,0.05,204.136,107.44,0.05,204.136
1800,101,9.58,3,0.0,28.740000000000002,9.58,0.0,28.740000000000002
1801,102,,1,0.05,133.7125,66.13,0.05,62.823499999999996
1802,101,12.54,6,0.0,75.24,12.54,0.0,75.24
1803,101,83.49,7,0.15,496.7654999999999,83.49,0.15,496.7654999999999
1804,102,107.81,2,0.15,183.277,107.81,0.15,183.277
1805,104,,8,,1050.32,66.13,0.15,449.68399999999997
1806,104,108.54,6,,586.116,108.54,0.15,553.554
1807,101,121.25,4,0.15,412.25,121.25,0.15,412.25
1808,102,54.22,5,0.05,257.545,54.22,0.05,257.545
1809,101,123.15,8,0.0,985.2,123.15,0.0,985.2
1810,103,16.62,3,0.05,47.367,16.62,0.05,47.367
1811,103,,3,0.05,384.03749999999997,66.13,0.05,188.4705
1812,101,84.4,4,0.1,303.84000000000003,84.4,0.1,303.84000000000003
1813,104,123.51,1,,117.3345,123.51,0.15,104.9835
1814,104,70.59,9,,571.7790000000001,70.59,0.15,540.0135
1815,101,98.32,8,0.15,668.5759999999999,98.32,0.15,668.5759999999999
1816,101,81.33,8,0.0,650.64,81.33,0.0,650.64
1817,103,111.08,6,0.05,633.156,111.08,0.05,633.156
1818,104,16.84,7,,117.88,16.84,0.15,100.198
1819,101,13.75,6,0.05,78.375,13.75,0.05,78.375
1820,103,40.83,9,0.0,367.46999999999997,40.83,0.0,367.46999999999997
1821,104,28.13,3,,80.17049999999999,28.13,0.15,71.7315
1822,102,,3,0.05,374.5185,66.13,0.05,188.4705
1823,103,36.79,3,0.05,104.8515,36.79,0.05,104.8515
1824,104,,3,,417.525,66.13,0.15,168.6315
1825,104,53.85,9,,460.4175,53.85,0.15,411.95250000000004
1826,103,31.41,4,0.05,119.35799999999999,31.41,0.05,119.35799999999999
1827,102,119.51,7,0.05,794.7415,119.51,0.05,794.7415
1828,103,100.51,9,0.05,859.3605,100.51,0.05,859.3605
1829,104,77.24,7,,513.646,77.24,0.15,459.5779999999999
1830,101,85.53,9,0.0,769.77,85.53,0.0,769.77
1831,101,109.28,3,0.1,295.05600000000004,109.28,0.1,295.05600000000004
1832,103,38.13,4,0.05,144.894,38.13,0.05,144.894
1833,104,,8,,1076.184,66.13,0.15,449.68399999999997
1834,101,,6,0.05,834.1949999999998,66.13,0.05,376.941
1835,104,99.3,5,,471.67499999999995,99.3,0.15,422.025
1836,103,33.93,4,0.0,135.72,33.93,0.0,135.72
1837,101,103.63,8,0.15,704.684,103.63,0.15,704.684
1838,104,15.47,1,,13.1495,15.47,0.15,13.1495
1839,101,9.44,9,0.0,84.96,9.44,0.0,84.96
1840,103,42.36,1,0.1,38.124,42.36,0.1,38.124
1841,104,72.08,8,,490.14399999999995,72.08,0.15,490.14399999999995
1842,101,,4,0.0,523.6,66.13,0.0,264.52
1843,103,110.44,9,0.0,993.96,110.44,0.0,993.96
1844,101,112.69,5,0.15,478.9325,112.69,0.15,478.9325
1845,101,66.7,3,0.1,180.09000000000003,66.7,0.1,180.09000000000003
1846,102,55.16,9,0.0,496.43999999999994,55.16,0.0,496.43999999999994
1847,102,58.8,9,0.05,502.7399999999999,58.8,0.05,502.7399999999999
1848,103,,4,0.1,533.556,66.13,0.1,238.06799999999998
1849,102,10.82,4,0.1,38.952000000000005,10.82,0.1,38.952000000000005
1850,103,,8,0.15,888.896,66.13,0.15,449.68399999999997
1851,102,88.91,2,0.15,151.147,88.91,0.15,151.147
1852,101,68.6,9,0.05,586.53,68.6,0.05,586.53
1853,103,110.16,6,0.0,660.96,110.16,0.0,660.96
1854,103,75.57,9,0.15,578.1104999999999,75.57,0.15,578.1104999999999
1855,101,,8,0.15,895.22,66.13,0.15,449.68399999999997
1856,103,,7,0.1,854.28,66.13,0.1,416.61899999999997
1857,103,66.15,1,0.15,56.227500000000006,66.15,0.15,56.227500000000006
